Beat,Chapter,Scene,Order,Character,Voice,Line,Words,Ordering,Cue,File
29,CH6 THIS THING OF OURS,Initiation Cabin,78,Hog Mama,hogmama,"Whatever you're planning, sweetheart — I do the cleanup. So do it somewhere with a tarp already down.",18,RUN — authored order,vo.initiation.party.hogmama.0k6wgxr.1,vo.initiation.party.hogmama.0k6wgxr.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,79,Ape,ape,You took thirty punches and cried less than Shubes did. That's the bar. You cleared the bar.,17,RUN — authored order,vo.initiation.party.ape.19628w6.1,vo.initiation.party.ape.19628w6.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,80,Ape,ape,"Congrats on the murder cult, dork. Beer's warm. So's the induction, apparently.",12,RUN — authored order,vo.initiation.party.ape.1i4431e.1,vo.initiation.party.ape.1i4431e.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,81,Ape,ape,I had money on you eating it at the log. You cost me forty bucks. I've never respected anyone more.,20,RUN — authored order,vo.initiation.party.ape.0ijq4on.1,vo.initiation.party.ape.0ijq4on.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,82,Ape,ape,You know they only shot the first guy because he was worse at trivia than you. Low bar. You limbo'd under it. Proud.,23,RUN — authored order,vo.initiation.party.ape.09wkzum.1,vo.initiation.party.ape.09wkzum.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,83,Ape,ape,Nine feet tall and still can't hold your beer. This is my favorite version of you.,16,RUN — authored order,vo.initiation.party.ape.1wv0asm.1,vo.initiation.party.ape.1wv0asm.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,84,Ape,ape,"Don't let Booski hug you, he'll cry on the fur and it never dries. Ask Shubes. Shubes is basically a sponge now.",22,RUN — authored order,vo.initiation.party.ape.0wbojf4.1,vo.initiation.party.ape.0wbojf4.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,85,Ape,ape,"You're weird tonight. Weirder. And I've seen you sober, so that's a real statement.",14,RUN — authored order,vo.initiation.party.ape.0igz9f6.1,vo.initiation.party.ape.0igz9f6.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,86,Ape,ape,"What's in the pants, hero. And don't say a gun, because then I have to care, and I'm four deep.",20,RUN — authored order,vo.initiation.party.ape.1gwjrcm.1,vo.initiation.party.ape.1gwjrcm.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,87,Irish's Deep Dives,irish,Nobody has answered my question about the eggs. You're new — YOU answer it. What is the egg situation.,19,RUN — authored order,vo.initiation.party.irish.0q73ftg.1,vo.initiation.party.irish.0q73ftg.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,88,Irish's Deep Dives,irish,I raised the parking thing at the last three meetings. Three. We're a forest death cult and we cannot organize a car pool.,23,RUN — authored order,vo.initiation.party.irish.0866paj.1,vo.initiation.party.irish.0866paj.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,89,Irish's Deep Dives,irish,"Did they shoot a lad earlier or did I imagine that. Because if they did, that's exactly the kind of thing that should be on the AGENDA.",27,RUN — authored order,vo.initiation.party.irish.1ln070f.1,vo.initiation.party.irish.1ln070f.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,90,Irish's Deep Dives,irish,"Welcome, whatever. Do you have opinions on the fire-pit can situation. Because I have a document.",16,RUN — authored order,vo.initiation.party.irish.1g5h1uf.1,vo.initiation.party.irish.1g5h1uf.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,91,Irish's Deep Dives,irish,"I'm not drunk, I'm CORRECT, and there's a difference, and it's in the minutes, which nobody reads.",17,RUN — authored order,vo.initiation.party.irish.03363if.1,vo.initiation.party.irish.03363if.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,92,Irish's Deep Dives,irish,"You're the only one not talking. Finally, a serious person. Are you a serious person? Do you want to see the document.",22,RUN — authored order,vo.initiation.party.irish.1ah08u7.1,vo.initiation.party.irish.1ah08u7.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,93,Eric,eric,"Welcome, brother. I saved you a chair and immediately lost track of which one. It is one of the wet ones.",21,RUN — authored order,vo.initiation.party.erican.1quboem.1,vo.initiation.party.erican.1quboem.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,94,Eric,eric,"To Tony. He survived the ceremony and, more impressively, the parking.",11,RUN — authored order,vo.initiation.party.erican.0f8chb3.1,vo.initiation.party.erican.0f8chb3.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,95,Eric,eric,You keep counting exits. I do that in airports. This is not an airport. What are you waiting to depart from?,21,RUN — authored order,vo.initiation.party.erican.125h9p0.1,vo.initiation.party.erican.125h9p0.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,96,Eric,eric,"Welcome, brother. My initiation was worse. Everybody says that. Mine actually was.",12,RUN — authored order,vo.initiation.party.erican.190z6i5.1,vo.initiation.party.erican.190z6i5.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,97,Eric,eric,To the new blood!,4,RUN — authored order,vo.initiation.party.erican.0bdemm4.1,vo.initiation.party.erican.0bdemm4.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,98,Eric,eric,You made it look easy. It's not easy. Ask the shirt by the truck. …too soon. Have a beer.,19,RUN — authored order,vo.initiation.party.erican.1o3ynaq.1,vo.initiation.party.erican.1o3ynaq.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,99,Eric,eric,"Good roar. I've heard bad ones. Bad ones we don't talk about, on account of the guy.",17,RUN — authored order,vo.initiation.party.erican.1jb6mll.1,vo.initiation.party.erican.1jb6mll.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,100,Eric,eric,You alright? You keep looking at Booski. We all love him but you're — you're really looking at him.,19,RUN — authored order,vo.initiation.party.erican.0npetxc.1,vo.initiation.party.erican.0npetxc.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,101,Gratin,gratin,"Welcome, brother. I put the tools away for the toast. Most of them.",13,RUN — authored order,vo.initiation.party.gratin.1u7jdro.1,vo.initiation.party.gratin.1u7jdro.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,102,Gratin,gratin,To Tony. May every difficult conversation end as politely as his did.,12,RUN — authored order,vo.initiation.party.gratin.1gjuuuf.1,vo.initiation.party.gratin.1gjuuuf.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,103,Gratin,gratin,You keep watching Booski. Would you mind telling me why before I have to ask impolitely?,16,RUN — authored order,vo.initiation.party.gratin.0cbcl75.1,vo.initiation.party.gratin.0cbcl75.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,104,Gratin,gratin,"Welcome, brother. My initiation was worse. Everybody says that. Mine actually was.",12,RUN — authored order,vo.initiation.party.gratin.190z6i5.1,vo.initiation.party.gratin.190z6i5.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,105,Gratin,gratin,To the new blood!,4,RUN — authored order,vo.initiation.party.gratin.0bdemm4.1,vo.initiation.party.gratin.0bdemm4.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,106,Gratin,gratin,You made it look easy. It's not easy. Ask the shirt by the truck. …too soon. Have a beer.,19,RUN — authored order,vo.initiation.party.gratin.1o3ynaq.1,vo.initiation.party.gratin.1o3ynaq.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,107,Gratin,gratin,"Good roar. I've heard bad ones. Bad ones we don't talk about, on account of the guy.",17,RUN — authored order,vo.initiation.party.gratin.1jb6mll.1,vo.initiation.party.gratin.1jb6mll.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,108,Gratin,gratin,You alright? You keep looking at Booski. We all love him but you're — you're really looking at him.,19,RUN — authored order,vo.initiation.party.gratin.0npetxc.1,vo.initiation.party.gratin.0npetxc.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,109,CAPTAIN LOU SASOLE,lou2,"Welcome aboard, brother. No safety card, no exits, and Booski has the only parachute.",14,RUN — authored order,vo.initiation.party.captain-lou-sasole.0qfagvp.1,vo.initiation.party.captain-lou-sasole.0qfagvp.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,110,CAPTAIN LOU SASOLE,lou2,To Tony. You walked in under your own power. Better arrival than most.,13,RUN — authored order,vo.initiation.party.captain-lou-sasole.1elly0l.1,vo.initiation.party.captain-lou-sasole.1elly0l.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,111,CAPTAIN LOU SASOLE,lou2,You checked the tree line four times. Either you expect company or you forgot where you parked. Which is it?,20,RUN — authored order,vo.initiation.party.captain-lou-sasole.0u88kvh.1,vo.initiation.party.captain-lou-sasole.0u88kvh.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,112,CAPTAIN LOU SASOLE,lou2,"Welcome, brother. My initiation was worse. Everybody says that. Mine actually was.",12,RUN — authored order,vo.initiation.party.captain-lou-sasole.190z6i5.1,vo.initiation.party.captain-lou-sasole.190z6i5.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,113,CAPTAIN LOU SASOLE,lou2,To the new blood!,4,RUN — authored order,vo.initiation.party.captain-lou-sasole.0bdemm4.1,vo.initiation.party.captain-lou-sasole.0bdemm4.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,114,CAPTAIN LOU SASOLE,lou2,You made it look easy. It's not easy. Ask the shirt by the truck. …too soon. Have a beer.,19,RUN — authored order,vo.initiation.party.captain-lou-sasole.1o3ynaq.1,vo.initiation.party.captain-lou-sasole.1o3ynaq.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,115,CAPTAIN LOU SASOLE,lou2,"Good roar. I've heard bad ones. Bad ones we don't talk about, on account of the guy.",17,RUN — authored order,vo.initiation.party.captain-lou-sasole.1jb6mll.1,vo.initiation.party.captain-lou-sasole.1jb6mll.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,116,CAPTAIN LOU SASOLE,lou2,You alright? You keep looking at Booski. We all love him but you're — you're really looking at him.,19,RUN — authored order,vo.initiation.party.captain-lou-sasole.0npetxc.1,vo.initiation.party.captain-lou-sasole.0npetxc.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,117,Snow,snow,"Welcome, brother. Stand left of the fire. I just got the blood off the right side.",16,RUN — authored order,vo.initiation.party.snow.077jokl.1,vo.initiation.party.snow.077jokl.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,118,Snow,snow,To Tony. One round left in the cylinder and none of it had your name on it.,17,RUN — authored order,vo.initiation.party.snow.1r2gyh5.1,vo.initiation.party.snow.1r2gyh5.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,119,Snow,snow,You keep watching my hands. Smart. Now tell me what yours are waiting to do.,15,RUN — authored order,vo.initiation.party.snow.0uf1hzj.1,vo.initiation.party.snow.0uf1hzj.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,120,Snow,snow,No hard feelings on the first guy. Job's a job. You I like — you knew the founders.,18,RUN — authored order,vo.initiation.party.snow.0l62w3g.1,vo.initiation.party.snow.0l62w3g.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,121,Snow,snow,You want to know if it gets easier. It got easier around number four. Cheers.,15,RUN — authored order,vo.initiation.party.snow.10xbalq.1,vo.initiation.party.snow.10xbalq.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,122,Snow,snow,I reloaded twice for that idiot. You? You I wouldn't have needed the second mag. Compliment.,16,RUN — authored order,vo.initiation.party.snow.1o6vqe0.1,vo.initiation.party.snow.1o6vqe0.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,123,Snow,snow,"You're not gonna make me work twice tonight, are you.",10,RUN — authored order,vo.initiation.party.snow.05ylq01.1,vo.initiation.party.snow.05ylq01.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,124,Snow,snow,"Welcome, brother. My initiation was worse. Everybody says that. Mine actually was.",12,RUN — authored order,vo.initiation.party.snow.190z6i5.1,vo.initiation.party.snow.190z6i5.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,125,Snow,snow,To the new blood!,4,RUN — authored order,vo.initiation.party.snow.0bdemm4.1,vo.initiation.party.snow.0bdemm4.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,126,Snow,snow,You made it look easy. It's not easy. Ask the shirt by the truck. …too soon. Have a beer.,19,RUN — authored order,vo.initiation.party.snow.1o3ynaq.1,vo.initiation.party.snow.1o3ynaq.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,127,Snow,snow,"Good roar. I've heard bad ones. Bad ones we don't talk about, on account of the guy.",17,RUN — authored order,vo.initiation.party.snow.1jb6mll.1,vo.initiation.party.snow.1jb6mll.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,128,Snow,snow,You alright? You keep looking at Booski. We all love him but you're — you're really looking at him.,19,RUN — authored order,vo.initiation.party.snow.0npetxc.1,vo.initiation.party.snow.0npetxc.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,129,Ape,ape,Shubes is crying again.,4,RUN — authored order,vo.initiation.ambient.ape.0419kfp.1,vo.initiation.ambient.ape.0419kfp.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,130,The Shubenator,shubenator,It's the SMOKE.,3,RUN — authored order,vo.initiation.ambient.shubes.1lxqviq.1,vo.initiation.ambient.shubes.1lxqviq.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,131,Ape,ape,There's no smoke over there. You're upwind.,7,RUN — authored order,vo.initiation.ambient.ape.1i3c879.1,vo.initiation.ambient.ape.1i3c879.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,132,The Shubenator,shubenator,…It's allergies.,2,RUN — authored order,vo.initiation.ambient.shubes.1axhvr8.1,vo.initiation.ambient.shubes.1axhvr8.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,133,Irish's Deep Dives,irish,Are we going to talk about the parking or not.,10,RUN — authored order,vo.initiation.ambient.irish.06l4y20.1,vo.initiation.ambient.irish.06l4y20.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,134,Hog Mama,hogmama,Not.,1,RUN — authored order,vo.initiation.ambient.hogmama.1ju8p58.1,vo.initiation.ambient.hogmama.1ju8p58.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,135,Irish's Deep Dives,irish,Noted. AGAIN.,2,RUN — authored order,vo.initiation.ambient.irish.1bru72z.1,vo.initiation.ambient.irish.1bru72z.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,136,Booski,booski,Best induction in years.,4,RUN — authored order,vo.initiation.ambient.booski.149u0w9.1,vo.initiation.ambient.booski.149u0w9.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,137,BIG UNCLE LOU SPUTTHOLE,lou,You said that about the last one.,7,RUN — authored order,vo.initiation.ambient.lou.08qn0k2.1,vo.initiation.ambient.lou.08qn0k2.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,138,Booski,booski,"The last one's a shirt now, Lou.",7,RUN — authored order,vo.initiation.ambient.booski.0osl56r.1,vo.initiation.ambient.booski.0osl56r.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,139,BIG UNCLE LOU SPUTTHOLE,lou,…Fair.,1,RUN — authored order,vo.initiation.ambient.lou.0fglkg3.1,vo.initiation.ambient.lou.0fglkg3.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,140,Ape,ape,"Deep. Real deep, big man.",5,RUN — authored order,vo.initiation.ambient.ape.1gb5hpx.1,vo.initiation.ambient.ape.1gb5hpx.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,141,Hog Mama,hogmama,Whose turn is the tarp this week.,7,RUN — authored order,vo.initiation.ambient.hogmama.091pd5g.1,vo.initiation.ambient.hogmama.091pd5g.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,142,Ape,ape,Rippinflow's.,1,RUN — authored order,vo.initiation.ambient.ape.0h7ii9x.1,vo.initiation.ambient.ape.0h7ii9x.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,143,Rippinflow,rippinflow,…I did last week.,4,RUN — authored order,vo.initiation.ambient.rippinflow.15loodx.1,vo.initiation.ambient.rippinflow.15loodx.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,144,Hog Mama,hogmama,"You're good at it, though.",5,RUN — authored order,vo.initiation.ambient.hogmama.0gs5hoq.1,vo.initiation.ambient.hogmama.0gs5hoq.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,145,BIG UNCLE LOU SPUTTHOLE,lou,"I'm not even meant to be here, technically. I'm at the airport.",12,RUN — authored order,vo.initiation.ambient.lou.12x3vpg.1,vo.initiation.ambient.lou.12x3vpg.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,146,Ape,ape,You've been 'at the airport' for six years.,8,RUN — authored order,vo.initiation.ambient.ape.1q4qhzc.1,vo.initiation.ambient.ape.1q4qhzc.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,147,BIG UNCLE LOU SPUTTHOLE,lou,And I'll be there six more.,6,RUN — authored order,vo.initiation.ambient.lou.03vfmoo.1,vo.initiation.ambient.lou.03vfmoo.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,148,Irish's Deep Dives,irish,Nobody. Answered. About the eggs.,5,RUN — authored order,vo.initiation.ambient.irish.0at9yb1.1,vo.initiation.ambient.irish.0at9yb1.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,149,The Shubenator,shubenator,What eggs?,2,RUN — authored order,vo.initiation.ambient.shubes.1l0547c.1,vo.initiation.ambient.shubes.1l0547c.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,150,Irish's Deep Dives,irish,EXACTLY.,1,RUN — authored order,vo.initiation.ambient.irish.1eu4g1z.1,vo.initiation.ambient.irish.1eu4g1z.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,151,Booski,booski,Rippinflow. Say something to the new blood.,7,RUN — authored order,vo.initiation.ambient.booski.06sn01i.1,vo.initiation.ambient.booski.06sn01i.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,152,Rippinflow,rippinflow,…Welcome.,1,RUN — authored order,vo.initiation.ambient.rippinflow.1tyksgj.1,vo.initiation.ambient.rippinflow.1tyksgj.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,153,Booski,booski,BEAUTIFUL. That's the most he's said since March.,8,RUN — authored order,vo.initiation.ambient.booski.0p8sqgg.1,vo.initiation.ambient.booski.0p8sqgg.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,154,Ape,ape,New guy's being weird.,4,RUN — authored order,vo.initiation.ambient.ape.1jvatuw.1,vo.initiation.ambient.ape.1jvatuw.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,155,Hog Mama,hogmama,I clocked it.,3,RUN — authored order,vo.initiation.ambient.hogmama.0u8bxi6.1,vo.initiation.ambient.hogmama.0u8bxi6.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,156,Ape,ape,…Should we—,2,RUN — authored order,vo.initiation.ambient.ape.1rrbwd2.1,vo.initiation.ambient.ape.1rrbwd2.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,157,Hog Mama,hogmama,Rippinflow's got it.,3,RUN — authored order,vo.initiation.ambient.hogmama.1gphmz6.1,vo.initiation.ambient.hogmama.1gphmz6.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,158,BIG UNCLE LOU SPUTTHOLE,lou,"Booski, do your toast where people can see your hands.",10,RUN — authored order,vo.initiation.ambient.lou.149wslz.1,vo.initiation.ambient.lou.149wslz.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,159,Booski,booski,Why.,1,RUN — authored order,vo.initiation.ambient.booski.0r5edhx.1,vo.initiation.ambient.booski.0r5edhx.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,160,BIG UNCLE LOU SPUTTHOLE,lou,Humor me.,2,RUN — authored order,vo.initiation.ambient.lou.1ckii4g.1,vo.initiation.ambient.lou.1ckii4g.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,161,Kittenboss,kittenboss,Do you know any of this?,6,RUN — authored order,vo.initiation.cabin.in-030-kittenboss.1ba2x2c.1,vo.initiation.cabin.in-030-kittenboss.1ba2x2c.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,162,Tony (the Prospect),player,No.,1,RUN — authored order,vo.initiation.cabin.in-031-prospect.0mtgzbw.1,vo.initiation.cabin.in-031-prospect.0mtgzbw.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,163,Kittenboss,kittenboss,"No, me neither.",3,RUN — authored order,vo.initiation.cabin.in-031-kittenboss.0gimm6v.1,vo.initiation.cabin.in-031-kittenboss.0gimm6v.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,164,Tony (the Prospect),player,Some of it.,3,RUN — authored order,vo.initiation.cabin.in-032-prospect.17hckpf.1,vo.initiation.cabin.in-032-prospect.17hckpf.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,165,Kittenboss,kittenboss,Which bit?,2,RUN — authored order,vo.initiation.cabin.in-032-kittenboss.0x0xloq.1,vo.initiation.cabin.in-032-kittenboss.0x0xloq.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,166,Kittenboss,kittenboss,Right.,1,RUN — authored order,vo.initiation.cabin.in-032-kittenboss.1psklkh.1,vo.initiation.cabin.in-032-kittenboss.1psklkh.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,167,Kittenboss,kittenboss,Fair enough.,2,RUN — authored order,vo.initiation.cabin.in-033-kittenboss.0h033a9.1,vo.initiation.cabin.in-033-kittenboss.0h033a9.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,168,Bing doorman,doorman,Can I have another go?,5,RUN — authored order,vo.initiation.cabin.in-060-prospect-one.00sjbgg.1,vo.initiation.cabin.in-060-prospect-one.00sjbgg.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,169,Bing doorman,doorman,Oh.,1,RUN — authored order,vo.initiation.cabin.in-060-prospect-one.0jcr2ck.1,vo.initiation.cabin.in-060-prospect-one.0jcr2ck.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,170,Kittenboss,kittenboss,"That’s not— that’s not standard, is it?",7,RUN — authored order,vo.initiation.cabin.in-075-kittenboss.1lqau7w.1,vo.initiation.cabin.in-075-kittenboss.1lqau7w.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,171,BIG UNCLE LOU SPUTTHOLE,lou,Willy gave them the strip. He did not give them this house.,12,RUN — authored order,vo.initiation.cabin.in-100-lou.18ykyue.1,vo.initiation.cabin.in-100-lou.18ykyue.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,172,Booski,booski,Sauce did. The palace proved it.,6,RUN — authored order,vo.initiation.cabin.in-100-booskibro.185kcop.1,vo.initiation.cabin.in-100-booskibro.185kcop.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,173,Booski,booski,Short Bus. Sauce signed it. One of tonight’s prospects countersigned the breach.,12,RUN — authored order,vo.initiation.cabin.in-100-booskibro.0apw1h4.1,vo.initiation.cabin.in-100-booskibro.0apw1h4.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,174,BIG UNCLE LOU SPUTTHOLE,lou,There is one place left. Five prospects are standing for it.,11,RUN — authored order,vo.initiation.cabin.in-100-lou.178c7be.1,vo.initiation.cabin.in-100-lou.178c7be.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,175,Booski,booski,We don’t put a question inside this family.,8,RUN — authored order,vo.initiation.cabin.in-100-booskibro.0jpbifj.1,vo.initiation.cabin.in-100-booskibro.0jpbifj.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,176,Booski,booski,Nuclear option.,2,RUN — authored order,vo.initiation.cabin.in-100-booskibro.00zrt0g.1,vo.initiation.cabin.in-100-booskibro.00zrt0g.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,177,Gratin,gratin,Kittenboss too?,2,RUN — authored order,vo.initiation.cabin.in-100-gratin.1wuj4z6.1,vo.initiation.cabin.in-100-gratin.1wuj4z6.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,178,BIG UNCLE LOU SPUTTHOLE,lou,We'll see.,2,RUN — authored order,vo.initiation.cabin.in-100-lou.1rt2hrp.1,vo.initiation.cabin.in-100-lou.1rt2hrp.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,179,Booski,booski,She has to go too.,5,RUN — authored order,vo.initiation.cabin.in-100-booskibro.19d4ob8.1,vo.initiation.cabin.in-100-booskibro.19d4ob8.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,180,Booski,booski,All prospects. On your knees.,5,RUN — authored order,vo.initiation.cabin.in-110-booskibro.100apah.1,vo.initiation.cabin.in-110-booskibro.100apah.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,181,Gratin,gratin,Face forward.,2,RUN — authored order,vo.initiation.cabin.in-110-gratin.1e0lw2d.1,vo.initiation.cabin.in-110-gratin.1e0lw2d.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,182,Disposable NPC (shared),npc-reserve-1,Nobody asked me a question.,5,RUN — authored order,vo.initiation.cabin.in-120-prospect-three.018unbp.1,vo.initiation.cabin.in-120-prospect-three.018unbp.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,183,Disposable NPC (shared),npc-reserve-1,Ask me the question.,4,RUN — authored order,vo.initiation.cabin.in-120-prospect-three.0mk6sxt.1,vo.initiation.cabin.in-120-prospect-three.0mk6sxt.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,184,RESERVED 2026-08-04,npc-reserve-2,Is Booski watching?,3,RUN — authored order,vo.initiation.cabin.in-145-prospect-five.0xrahxk.1,vo.initiation.cabin.in-145-prospect-five.0xrahxk.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,185,Gratin,gratin,He’s watching.,2,RUN — authored order,vo.initiation.cabin.in-145-gratin.146zxg7.1,vo.initiation.cabin.in-145-gratin.146zxg7.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,186,Kittenboss,kittenboss,"No, no, wait...",3,RUN — authored order,vo.initiation.cabin.in-150-kittenboss.1baf5ya.1,vo.initiation.cabin.in-150-kittenboss.1baf5ya.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,187,Gratin,gratin,Everybody remembers the night they joined the family. Nobody remembers the one who didn't.,14,RUN — authored order,vo.initiation.cabin.in-150-gratin.1usmj9t.1,vo.initiation.cabin.in-150-gratin.1usmj9t.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,188,BIG UNCLE LOU SPUTTHOLE,lou,Stop. This one is good.,5,RUN — authored order,vo.initiation.cabin.in-170-lou.15qwm4k.1,vo.initiation.cabin.in-170-lou.15qwm4k.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,189,Booski,booski,Get Tony up.,3,RUN — authored order,vo.initiation.cabin.in-170-booskibro.1ktte4c.1,vo.initiation.cabin.in-170-booskibro.1ktte4c.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,190,Booski,booski,"Come on, then.",3,RUN — authored order,vo.initiation.cabin.in-200-booskibro.17cff6h.1,vo.initiation.cabin.in-200-booskibro.17cff6h.1.mp3
29,CH6 THIS THING OF OURS,Initiation Cabin,191,Seff,seff,Colder than it was.,4,RUN — authored order,vo.initiation.cabin.in-210-seff.0nkza49.1,vo.initiation.cabin.in-210-seff.0nkza49.1.mp3
